Pavg,iid,datetime,h
285.82809999999995,20,2010-11-28,0.0
203.63645,20,2010-11-28,1.0
191.3778833333333,20,2010-11-28,2.0
189.06633333333332,20,2010-11-28,3.0
196.17791666666668,20,2010-11-28,4.0
198.46769491525424,20,2010-11-28,5.0
197.01366666666664,20,2010-11-28,6.0
191.17695000000003,20,2010-11-28,7.0
208.08825,20,2010-11-28,8.0
374.5682000000001,20,2010-11-28,9.0
192.55391666666665,20,2010-11-28,10.0
195.58971666666665,20,2010-11-28,11.0
265.4085666666667,20,2010-11-28,12.0
540.46865,20,2010-11-28,13.0
785.9274166666667,20,2010-11-28,14.0
665.0843166666667,20,2010-11-28,15.0
421.4600999999999,20,2010-11-28,16.0
1227.971716666667,20,2010-11-28,17.0
656.67655,20,2010-11-28,18.0
670.4114833333334,20,2010-11-28,19.0
831.2042,20,2010-11-28,20.0
773.5701666666666,20,2010-11-28,21.0
740.4845166666667,20,2010-11-28,22.0
237.8489666666667,20,2010-11-28,23.0
199.13693333333336,20,2010-11-29,0.0
196.0644333333333,20,2010-11-29,1.0
195.7131833333333,20,2010-11-29,2.0
195.7270333333333,20,2010-11-29,3.0
195.318,20,2010-11-29,4.0
192.37325862068965,20,2010-11-29,5.0
183.85476666666668,20,2010-11-29,6.0
539.8426000000001,20,2010-11-29,7.0
190.3308833333334,20,2010-11-29,8.0
189.28566666666669,20,2010-11-29,9.0
187.4924,20,2010-11-29,10.0
191.65266666666668,20,2010-11-29,11.0
289.3185333333333,20,2010-11-29,12.0
313.3523,20,2010-11-29,13.0
400.49491666666665,20,2010-11-29,14.0
200.5548333333333,20,2010-11-29,15.0
511.04148333333336,20,2010-11-29,16.0
589.20355,20,2010-11-29,17.0
996.8129830508476,20,2010-11-29,18.0
999.2625,20,2010-11-29,19.0
1030.8798333333334,20,2010-11-29,20.0
578.5403333333333,20,2010-11-29,21.0
754.2171833333333,20,2010-11-29,22.0
363.1992666666666,20,2010-11-29,23.0
331.75426666666664,20,2010-11-30,0.0
328.9186166666667,20,2010-11-30,1.0
326.56468333333333,20,2010-11-30,2.0
328.3448333333333,20,2010-11-30,3.0
325.7164833333334,20,2010-11-30,4.0
324.2726896551723,20,2010-11-30,5.0
348.44300000000004,20,2010-11-30,6.0
677.0191333333333,20,2010-11-30,7.0
254.72565,20,2010-11-30,8.0
283.40735,20,2010-11-30,9.0
247.58751666666663,20,2010-11-30,10.0
247.16525,20,2010-11-30,11.0
384.09805,20,2010-11-30,12.0
292.7391666666666,20,2010-11-30,13.0
246.2077833333333,20,2010-11-30,14.0
576.4949408333334,20,2010-11-30,15.0
376.7104500000001,20,2010-11-30,16.0
509.8863166666667,20,2010-11-30,17.0
1008.7187166666666,20,2010-11-30,18.0
714.0699000000001,20,2010-11-30,19.0
473.50270000000006,20,2010-11-30,20.0
685.2178333333333,20,2010-11-30,21.0
581.40965,20,2010-11-30,22.0
410.09035,20,2010-11-30,23.0
396.3130333333333,20,2010-12-01,0.0
411.5269166666667,20,2010-12-01,1.0
406.1110666666667,20,2010-12-01,2.0
408.93905,20,2010-12-01,3.0
361.78375,20,2010-12-01,4.0
230.5466140350877,20,2010-12-01,5.0
226.97886666666665,20,2010-12-01,6.0
238.5715833333333,20,2010-12-01,7.0
239.19045,20,2010-12-01,8.0
215.76361,20,2010-12-01,9.0
345.15091666666666,20,2010-12-01,10.0
314.61925499999995,20,2010-12-01,11.0
402.2943333333333,20,2010-12-01,12.0
286.9583666666667,20,2010-12-01,13.0
580.8853666666666,20,2010-12-01,14.0
737.99195,20,2010-12-01,15.0
1945.7184666666667,20,2010-12-01,16.0
1767.4588833333337,20,2010-12-01,17.0
491.1238833333333,20,2010-12-01,18.0
494.6228666666667,20,2010-12-01,19.0
896.2602333333333,20,2010-12-01,20.0
1543.7017833333337,20,2010-12-01,21.0
445.9650166666668,20,2010-12-01,22.0
255.57156666666663,20,2010-12-01,23.0
240.10478333333333,20,2010-12-02,0.0
237.36201666666665,20,2010-12-02,1.0
235.7892833333333,20,2010-12-02,2.0
242.67058333333333,20,2010-12-02,3.0
242.382,20,2010-12-02,4.0
245.01494827586208,20,2010-12-02,5.0
