Pavg,iid,datetime,h
326.83778333333333,3,2010-11-28,0.0
332.60600000000005,3,2010-11-28,1.0
199.7406833333333,3,2010-11-28,2.0
158.14998500000002,3,2010-11-28,3.0
155.46215500000002,3,2010-11-28,4.0
123.0124103448276,3,2010-11-28,5.0
146.0950783333333,3,2010-11-28,6.0
159.06455166666672,3,2010-11-28,7.0
320.98219499999993,3,2010-11-28,8.0
501.0800499999999,3,2010-11-28,9.0
936.8395333333332,3,2010-11-28,10.0
1102.6705,3,2010-11-28,11.0
502.9361833333334,3,2010-11-28,12.0
391.1753166666667,3,2010-11-28,13.0
2688.588566666667,3,2010-11-28,14.0
495.38526666666655,3,2010-11-28,15.0
815.3387166666668,3,2010-11-28,16.0
1634.4170666666666,3,2010-11-28,17.0
1954.0009166666669,3,2010-11-28,18.0
1795.67125,3,2010-11-28,19.0
1481.1088666666665,3,2010-11-28,20.0
1299.74805,3,2010-11-28,21.0
422.9576,3,2010-11-28,22.0
386.9571,3,2010-11-28,23.0
344.80029999999994,3,2010-11-29,0.0
311.18971666666664,3,2010-11-29,1.0
218.90119166666665,3,2010-11-29,2.0
267.14035666666666,3,2010-11-29,3.0
177.26743333333334,3,2010-11-29,4.0
158.87089482758623,3,2010-11-29,5.0
1521.5639466666669,3,2010-11-29,6.0
192.7202000000001,3,2010-11-29,7.0
170.64584999999997,3,2010-11-29,8.0
258.3417266666667,3,2010-11-29,9.0
359.15725000000003,3,2010-11-29,10.0
529.2430499999999,3,2010-11-29,11.0
136.6422216666666,3,2010-11-29,12.0
537.389215,3,2010-11-29,13.0
119.30774333333332,3,2010-11-29,14.0
140.30884666666665,3,2010-11-29,15.0
249.0510683333333,3,2010-11-29,16.0
420.9215833333333,3,2010-11-29,17.0
1090.34785,3,2010-11-29,18.0
951.9584666666666,3,2010-11-29,19.0
525.3579833333333,3,2010-11-29,20.0
537.5048833333333,3,2010-11-29,21.0
447.7158666666666,3,2010-11-29,22.0
461.79053333333326,3,2010-11-29,23.0
441.7979666666666,3,2010-11-30,0.0
270.5058666666667,3,2010-11-30,1.0
205.54205,3,2010-11-30,2.0
169.66571000000005,3,2010-11-30,3.0
165.84900000000005,3,2010-11-30,4.0
198.6609482758621,3,2010-11-30,5.0
174.94796666666667,3,2010-11-30,6.0
1349.531416666667,3,2010-11-30,7.0
230.2973583333333,3,2010-11-30,8.0
184.40928,3,2010-11-30,9.0
206.67244666666664,3,2010-11-30,10.0
1004.9438666666664,3,2010-11-30,11.0
239.17605833333337,3,2010-11-30,12.0
833.2185000000001,3,2010-11-30,13.0
419.5035833333333,3,2010-11-30,14.0
385.6298701666666,3,2010-11-30,15.0
474.3089666666666,3,2010-11-30,16.0
556.3044666666666,3,2010-11-30,17.0
1337.862933333333,3,2010-11-30,18.0
760.9271499999998,3,2010-11-30,19.0
993.8704166666668,3,2010-11-30,20.0
1232.2175833333336,3,2010-11-30,21.0
1017.27495,3,2010-11-30,22.0
486.4181333333333,3,2010-11-30,23.0
421.71515,3,2010-12-01,0.0
430.2651833333333,3,2010-12-01,1.0
282.00286666666665,3,2010-12-01,2.0
170.4786,3,2010-12-01,3.0
188.29499,3,2010-12-01,4.0
162.99334482758624,3,2010-12-01,5.0
193.98771666666667,3,2010-12-01,6.0
292.35716666666667,3,2010-12-01,7.0
689.6995333333333,3,2010-12-01,8.0
543.8472666666667,3,2010-12-01,9.0
650.1432500000002,3,2010-12-01,10.0
1434.72995,3,2010-12-01,11.0
2555.063833333333,3,2010-12-01,12.0
1056.0618166666666,3,2010-12-01,13.0
1673.99165,3,2010-12-01,14.0
1868.1356000000003,3,2010-12-01,15.0
2592.0908166666677,3,2010-12-01,16.0
1758.9300166666665,3,2010-12-01,17.0
3780.3715,3,2010-12-01,18.0
1514.85425,3,2010-12-01,19.0
1084.7746333333332,3,2010-12-01,20.0
1338.2713833333332,3,2010-12-01,21.0
449.51400000000007,3,2010-12-01,22.0
426.0594166666667,3,2010-12-01,23.0
508.8517000000001,3,2010-12-02,0.0
574.1361,3,2010-12-02,1.0
344.92054999999993,3,2010-12-02,2.0
186.6132833333333,3,2010-12-02,3.0
174.3675166666667,3,2010-12-02,4.0
201.7666551724138,3,2010-12-02,5.0
1020.7237166666666,3,2010-12-02,6.0
301.27268333333336,3,2010-12-02,7.0
231.8081766666666,3,2010-12-02,8.0
219.79170166666665,3,2010-12-02,9.0
851.7784733333334,3,2010-12-02,10.0
623.2708833333334,3,2010-12-02,11.0
659.2166333333332,3,2010-12-02,12.0
659.9301666666668,3,2010-12-02,13.0
662.7428999999998,3,2010-12-02,14.0
724.177,3,2010-12-02,15.0
720.7034333333332,3,2010-12-02,16.0
717.3329333333332,3,2010-12-02,17.0
1509.6043333333332,3,2010-12-02,18.0
3173.742833333333,3,2010-12-02,19.0
2006.872483333333,3,2010-12-02,20.0
1165.80865,3,2010-12-02,21.0
849.87497,3,2010-12-02,22.0
187.37061666666665,3,2010-12-02,23.0
165.28801000000004,3,2010-12-03,0.0
380.385005,3,2010-12-03,1.0
188.9815683333333,3,2010-12-03,2.0
165.70786333333334,3,2010-12-03,3.0
203.9182,3,2010-12-03,4.0
163.58091896551724,3,2010-12-03,5.0
452.6317000000001,3,2010-12-03,6.0
265.34065,3,2010-12-03,7.0
185.87314666666668,3,2010-12-03,8.0
176.9895266666667,3,2010-12-03,9.0
190.8187683333333,3,2010-12-03,10.0
163.15206500000005,3,2010-12-03,11.0
285.8252833333334,3,2010-12-03,12.0
1031.0987166666669,3,2010-12-03,13.0
503.4064666666666,3,2010-12-03,14.0
514.4866833333334,3,2010-12-03,15.0
663.4483,3,2010-12-03,16.0
579.66885,3,2010-12-03,17.0
933.3236166666665,3,2010-12-03,18.0
2855.880616666667,3,2010-12-03,19.0
914.0998500000002,3,2010-12-03,20.0
517.0307666666668,3,2010-12-03,21.0
417.05503333333337,3,2010-12-03,22.0
478.8331,3,2010-12-03,23.0
434.5616166666666,3,2010-12-04,0.0
490.6743166666667,3,2010-12-04,1.0
384.02001666666666,3,2010-12-04,2.0
163.28150000000002,3,2010-12-04,3.0
199.879945,3,2010-12-04,4.0
160.85587931034482,3,2010-12-04,5.0
242.8080333333333,3,2010-12-04,6.0
369.73471666666666,3,2010-12-04,7.0
442.8360833333334,3,2010-12-04,8.0
572.837,3,2010-12-04,9.0
484.6836666666666,3,2010-12-04,10.0
552.1633666666668,3,2010-12-04,11.0
1225.2103,3,2010-12-04,12.0
3391.467183333333,3,2010-12-04,13.0
649.1266833333333,3,2010-12-04,14.0
1001.1305333333332,3,2010-12-04,15.0
1843.88505,3,2010-12-04,16.0
2051.5844666666662,3,2010-12-04,17.0
1950.1880666666664,3,2010-12-04,18.0
3072.8286666666663,3,2010-12-04,19.0
1892.2073333333333,3,2010-12-04,20.0
1617.7321166666663,3,2010-12-04,21.0
817.4084833333333,3,2010-12-04,22.0
439.9296016666666,3,2010-12-04,23.0
190.68591666666669,3,2010-12-05,0.0
446.06315,3,2010-12-05,1.0
384.6788333333333,3,2010-12-05,2.0
183.4795333333333,3,2010-12-05,3.0
200.45608499999997,3,2010-12-05,4.0
183.3643,3,2010-12-05,5.0
420.5557066666667,3,2010-12-05,6.0
421.10495,3,2010-12-05,7.0
305.3114983333333,3,2010-12-05,8.0
721.4493166666666,3,2010-12-05,9.0
647.5322333333335,3,2010-12-05,10.0
2435.4426666666677,3,2010-12-05,11.0
711.45585,3,2010-12-05,12.0
1196.9572833333332,3,2010-12-05,13.0
2002.2829500000005,3,2010-12-05,14.0
1816.0464500000005,3,2010-12-05,15.0
2079.5902333333333,3,2010-12-05,16.0
2448.6448,3,2010-12-05,17.0
1334.3455500000002,3,2010-12-05,18.0
1983.679766666667,3,2010-12-05,19.0
756.8247333333334,3,2010-12-05,20.0
548.9464499999999,3,2010-12-05,21.0
491.1454999999999,3,2010-12-05,22.0
466.6729333333333,3,2010-12-05,23.0
207.88625666666664,3,2010-12-06,0.0
179.7196166666667,3,2010-12-06,1.0
292.86448333333334,3,2010-12-06,2.0
212.50337833333333,3,2010-12-06,3.0
189.35719666666665,3,2010-12-06,4.0
181.2512413793104,3,2010-12-06,5.0
1163.9533833333337,3,2010-12-06,6.0
469.9593000000001,3,2010-12-06,7.0
166.39852166666668,3,2010-12-06,8.0
204.1503066666667,3,2010-12-06,9.0
288.8155333333333,3,2010-12-06,10.0
324.70860166666654,3,2010-12-06,11.0
235.11025333333336,3,2010-12-06,12.0
494.2489600000001,3,2010-12-06,13.0
777.2905966666666,3,2010-12-06,14.0
451.1187166666667,3,2010-12-06,15.0
389.4140166666666,3,2010-12-06,16.0
,3,2010-12-06,
,3,2010-12-06,
593.6087826086957,3,2010-12-06,19.0
1693.50675,3,2010-12-06,20.0
539.9225666666667,3,2010-12-06,21.0
510.80520000000007,3,2010-12-06,22.0
612.6129000000001,3,2010-12-06,23.0
192.7925,3,2010-12-07,0.0
246.86745,3,2010-12-07,1.0
368.5671833333333,3,2010-12-07,2.0
178.0013,3,2010-12-07,3.0
185.21453333333332,3,2010-12-07,4.0
167.19510344827583,3,2010-12-07,5.0
190.4768133333333,3,2010-12-07,6.0
254.15923,3,2010-12-07,7.0
154.94355666666667,3,2010-12-07,8.0
308.1940483333334,3,2010-12-07,9.0
226.2070833333333,3,2010-12-07,10.0
793.0387666666667,3,2010-12-07,11.0
533.9280333333334,3,2010-12-07,12.0
1151.0653999999995,3,2010-12-07,13.0
1069.5009333333337,3,2010-12-07,14.0
444.4732666666667,3,2010-12-07,15.0
477.6064,3,2010-12-07,16.0
416.4943,3,2010-12-07,17.0
1090.543766666667,3,2010-12-07,18.0
1857.7846833333335,3,2010-12-07,19.0
509.4944833333333,3,2010-12-07,20.0
486.1651333333333,3,2010-12-07,21.0
427.35123333333337,3,2010-12-07,22.0
440.6089333333333,3,2010-12-07,23.0
470.3764666666666,3,2010-12-08,0.0
484.62475,3,2010-12-08,1.0
180.4291166666667,3,2010-12-08,2.0
170.29801666666668,3,2010-12-08,3.0
293.90441666666663,3,2010-12-08,4.0
218.70927586206895,3,2010-12-08,5.0
207.98706666666664,3,2010-12-08,6.0
223.18079999999995,3,2010-12-08,7.0
322.2661,3,2010-12-08,8.0
710.3479666666668,3,2010-12-08,9.0
187.87438333333333,3,2010-12-08,10.0
209.91525,3,2010-12-08,11.0
1152.376966666667,3,2010-12-08,12.0
919.2460833333332,3,2010-12-08,13.0
908.3110833333332,3,2010-12-08,14.0
2308.133116666667,3,2010-12-08,15.0
2079.542233333333,3,2010-12-08,16.0
1711.041516666667,3,2010-12-08,17.0
2116.527866666667,3,2010-12-08,18.0
2135.714183333333,3,2010-12-08,19.0
1198.3146499999998,3,2010-12-08,20.0
1207.69205,3,2010-12-08,21.0
1064.3938833333334,3,2010-12-08,22.0
469.00094999999993,3,2010-12-08,23.0
463.94945,3,2010-12-09,0.0
485.66045000000014,3,2010-12-09,1.0
261.7443666666667,3,2010-12-09,2.0
208.7239333333333,3,2010-12-09,3.0
222.84751666666668,3,2010-12-09,4.0
191.5553448275862,3,2010-12-09,5.0
276.26393333333334,3,2010-12-09,6.0
274.55728833333336,3,2010-12-09,7.0
246.67251,3,2010-12-09,8.0
203.23016833333327,3,2010-12-09,9.0
506.5096166666668,3,2010-12-09,10.0
680.0641166666667,3,2010-12-09,11.0
767.8470499999999,3,2010-12-09,12.0
552.2981666666667,3,2010-12-09,13.0
547.8177833333334,3,2010-12-09,14.0
629.9565166666667,3,2010-12-09,15.0
611.6324333333333,3,2010-12-09,16.0
572.6500000000001,3,2010-12-09,17.0
