timestamp,datetime,h,Beam Irradiance (W/m2),Diffuse Irradiance (W/m2),Ambient Temperature (C),Plane of Array Irradiance (W/m2),Cell Temperature (C),DC Array Output (W),Pavg,iid,dif
2010-11-28 00:00:00,2010-11-28,0,0,0,12.8,0.0,12.8,0.0,249.14931666666672,9,-249.14931666666672
2010-11-28 01:00:00,2010-11-28,1,0,0,12.5,0.0,12.5,0.0,144.70960499999998,9,-144.70960499999998
2010-11-28 02:00:00,2010-11-28,2,0,0,12.2,0.0,12.2,0.0,260.93151666666665,9,-260.93151666666665
2010-11-28 03:00:00,2010-11-28,3,0,0,11.9,0.0,11.9,0.0,131.84924,9,-131.84924
2010-11-28 04:00:00,2010-11-28,4,0,0,11.6,0.0,11.6,0.0,200.57957,9,-200.57957
2010-11-28 05:00:00,2010-11-28,5,0,0,11.3,0.0,11.3,0.0,187.82952586206892,9,-187.82952586206892
2010-11-28 06:00:00,2010-11-28,6,0,0,11.0,0.0,11.0,0.0,144.04954833333332,9,-144.04954833333332
2010-11-28 07:00:00,2010-11-28,7,211,16,11.3,0.0,11.3,0.0,228.84115,9,-228.84115
2010-11-28 08:00:00,2010-11-28,8,188,84,12.3,161.542,18.553,507.434,225.0730533333333,9,282.3609466666667
2010-11-28 09:00:00,2010-11-28,9,439,100,13.8,335.413,27.575,1143.817,338.76643333333334,9,805.0505666666667
2010-11-28 10:00:00,2010-11-28,10,600,91,15.6,508.785,36.506,1691.404,136.78118,9,1554.62282
2010-11-28 11:00:00,2010-11-28,11,559,114,17.4,574.209,40.944,1862.458,227.491995,9,1634.966005
2010-11-28 12:00:00,2010-11-28,12,500,130,19.0,576.697,42.617,1849.321,137.40895,9,1711.91205
2010-11-28 13:00:00,2010-11-28,13,276,166,20.1,412.529,36.975,1340.819,232.28658666666664,9,1108.5324133333334
2010-11-28 14:00:00,2010-11-28,14,326,120,20.4,391.341,36.436,1281.693,132.586855,9,1149.106145
2010-11-28 15:00:00,2010-11-28,15,167,85,19.8,200.683,28.034,670.661,229.58545,9,441.0755499999999
2010-11-28 16:00:00,2010-11-28,16,106,20,18.6,74.928,21.672,246.737,132.91837999999998,9,113.81862
2010-11-28 17:00:00,2010-11-28,17,0,0,17.3,0.0,0.0,0.0,234.3025,9,-234.3025
2010-11-28 18:00:00,2010-11-28,18,0,0,16.2,0.0,16.2,0.0,135.21727333333334,9,-135.21727333333334
2010-11-28 19:00:00,2010-11-28,19,0,0,15.3,0.0,15.3,0.0,217.58475,9,-217.58475
2010-11-28 20:00:00,2010-11-28,20,0,0,14.5,0.0,14.5,0.0,150.41827666666669,9,-150.41827666666669
2010-11-28 21:00:00,2010-11-28,21,0,0,13.9,0.0,13.9,0.0,209.47727166666664,9,-209.47727166666664
2010-11-28 22:00:00,2010-11-28,22,0,0,13.4,0.0,13.4,0.0,205.26954333333333,9,-205.26954333333333
2010-11-28 23:00:00,2010-11-28,23,0,0,13.0,0.0,13.0,0.0,498.9175333333334,9,-498.9175333333334
2010-11-29 00:00:00,2010-11-29,0,0,0,12.6,0.0,12.6,0.0,233.93873166666663,9,-233.93873166666663
2010-11-29 01:00:00,2010-11-29,1,0,0,12.2,0.0,12.2,0.0,253.9389166666667,9,-253.9389166666667
2010-11-29 02:00:00,2010-11-29,2,0,0,11.8,0.0,11.8,0.0,181.48859,9,-181.48859
2010-11-29 03:00:00,2010-11-29,3,0,0,11.4,0.0,11.4,0.0,170.12944833333333,9,-170.12944833333333
2010-11-29 04:00:00,2010-11-29,4,0,0,11.0,0.0,11.0,0.0,212.5866333333333,9,-212.5866333333333
2010-11-29 05:00:00,2010-11-29,5,0,0,10.6,0.0,10.6,0.0,184.43264310344824,9,-184.43264310344824
2010-11-29 06:00:00,2010-11-29,6,0,0,10.3,0.0,10.3,0.0,169.83009833333332,9,-169.83009833333332
2010-11-29 07:00:00,2010-11-29,7,176,19,10.5,0.0,10.5,0.0,211.06063666666665,9,-211.06063666666665
2010-11-29 08:00:00,2010-11-29,8,276,83,11.4,185.555,18.79,576.551,223.200305,9,353.3506950000001
2010-11-29 09:00:00,2010-11-29,9,434,110,12.8,342.979,26.882,1172.298,258.4914333333333,9,913.8065666666666
2010-11-29 10:00:00,2010-11-29,10,559,110,14.5,501.896,35.117,1675.804,216.1216433333333,9,1459.6823566666667
2010-11-29 11:00:00,2010-11-29,11,628,103,16.2,613.333,41.356,1989.502,127.97547833333331,9,1861.526521666667
2010-11-29 12:00:00,2010-11-29,12,628,103,17.7,650.122,44.34,2076.777,236.64895000000004,9,1840.12805
2010-11-29 13:00:00,2010-11-29,13,559,110,18.7,599.141,43.247,1920.398,350.0351,9,1570.3629
2010-11-29 14:00:00,2010-11-29,14,434,110,19.0,467.292,38.159,1528.274,294.5068166666667,9,1233.7671833333332
2010-11-29 15:00:00,2010-11-29,15,276,83,18.5,276.218,29.843,928.416,250.86546666666663,9,677.5505333333334
2010-11-29 16:00:00,2010-11-29,16,176,19,17.4,108.793,21.861,363.806,162.13336500000003,9,201.672635
2010-11-29 17:00:00,2010-11-29,17,0,0,16.1,0.0,0.0,0.0,293.9082516666666,9,-293.9082516666666
2010-11-29 18:00:00,2010-11-29,18,0,0,15.1,0.0,15.1,0.0,224.19196166666663,9,-224.19196166666663
2010-11-29 19:00:00,2010-11-29,19,0,0,14.2,0.0,14.2,0.0,282.8100166666666,9,-282.8100166666666
2010-11-29 20:00:00,2010-11-29,20,0,0,13.5,0.0,13.5,0.0,232.23949666666672,9,-232.23949666666672
2010-11-29 21:00:00,2010-11-29,21,0,0,13.0,0.0,13.0,0.0,233.16343,9,-233.16343
2010-11-29 22:00:00,2010-11-29,22,0,0,12.5,0.0,12.5,0.0,463.9807833333333,9,-463.9807833333333
2010-11-29 23:00:00,2010-11-29,23,0,0,12.1,0.0,12.1,0.0,288.3865833333333,9,-288.3865833333333
2010-11-30 00:00:00,2010-11-30,0,0,0,11.8,0.0,11.8,0.0,321.2170500000001,9,-321.2170500000001
2010-11-30 01:00:00,2010-11-30,1,0,0,11.5,0.0,11.5,0.0,220.945815,9,-220.945815
2010-11-30 02:00:00,2010-11-30,2,0,0,11.2,0.0,11.2,0.0,216.1613166666667,9,-216.1613166666667
