timestamp,datetime,h,Beam Irradiance (W/m2),Diffuse Irradiance (W/m2),Ambient Temperature (C),Plane of Array Irradiance (W/m2),Cell Temperature (C),DC Array Output (W),Pavg,iid,dif
2010-12-05 00:00:00,2010-12-05,0,0,0,15.7,0.0,15.7,0.0,479.4759833333333,6,-479.4759833333333
2010-12-05 01:00:00,2010-12-05,1,0,0,15.8,0.0,15.8,0.0,298.28772881355934,6,-298.28772881355934
2010-12-05 02:00:00,2010-12-05,2,0,0,15.9,0.0,15.9,0.0,266.2951333333333,6,-266.2951333333333
2010-12-05 03:00:00,2010-12-05,3,0,0,15.9,0.0,15.9,0.0,191.9454,6,-191.9454
2010-12-05 04:00:00,2010-12-05,4,0,0,16.0,0.0,16.0,0.0,196.3191,6,-196.3191
2010-12-05 05:00:00,2010-12-05,5,0,0,16.1,0.0,16.1,0.0,223.2845344827586,6,-223.2845344827586
2010-12-05 06:00:00,2010-12-05,6,0,0,16.2,0.0,16.2,0.0,190.34211666666667,6,-190.34211666666667
2010-12-05 07:00:00,2010-12-05,7,0,7,16.2,0.0,16.2,0.0,189.16280000000003,6,-189.16280000000003
2010-12-05 08:00:00,2010-12-05,8,0,20,16.5,18.572,16.798,53.806,224.59815,6,-170.79215
2010-12-05 09:00:00,2010-12-05,9,0,39,16.8,36.236,17.42,116.928,273.292,6,-156.36399999999998
2010-12-05 10:00:00,2010-12-05,10,0,39,17.3,36.247,17.856,116.184,191.49146833333333,6,-75.30746833333333
2010-12-05 11:00:00,2010-12-05,11,0,61,17.8,56.772,18.607,183.593,174.55058500000004,6,9.042414999999949
2010-12-05 12:00:00,2010-12-05,12,0,105,18.2,98.418,19.705,322.819,389.2373666666666,6,-66.4183666666666
2010-12-05 13:00:00,2010-12-05,13,0,29,18.5,26.968,18.862,83.911,581.5531833333333,6,-497.6421833333333
2010-12-05 14:00:00,2010-12-05,14,0,31,18.5,28.819,18.965,90.287,548.4992666666666,6,-458.21226666666655
2010-12-05 15:00:00,2010-12-05,15,0,13,18.3,12.068,18.5,36.622,351.11988333333335,6,-314.49788333333333
2010-12-05 16:00:00,2010-12-05,16,0,6,18.0,5.562,18.078,16.328,314.6950666666666,6,-298.36706666666663
2010-12-05 17:00:00,2010-12-05,17,0,0,17.7,0.0,0.0,0.0,248.03866666666664,6,-248.03866666666664
2010-12-05 18:00:00,2010-12-05,18,0,0,17.5,0.0,17.5,0.0,945.0101500000002,6,-945.0101500000002
2010-12-05 19:00:00,2010-12-05,19,0,0,17.2,0.0,17.2,0.0,755.0380833333332,6,-755.0380833333332
2010-12-05 20:00:00,2010-12-05,20,0,0,17.1,0.0,17.1,0.0,604.1132166666667,6,-604.1132166666667
2010-12-05 21:00:00,2010-12-05,21,0,0,16.9,0.0,16.9,0.0,774.5459166666666,6,-774.5459166666666
2010-12-05 22:00:00,2010-12-05,22,0,0,16.8,0.0,16.8,0.0,466.1563333333333,6,-466.1563333333333
2010-12-05 23:00:00,2010-12-05,23,0,0,16.7,0.0,16.7,0.0,472.9075166666667,6,-472.9075166666667
2010-12-06 00:00:00,2010-12-06,0,0,0,16.4,0.0,16.4,0.0,423.3027666666667,6,-423.3027666666667
2010-12-06 01:00:00,2010-12-06,1,0,0,16.1,0.0,16.1,0.0,321.21720000000005,6,-321.21720000000005
2010-12-06 02:00:00,2010-12-06,2,0,0,15.8,0.0,15.8,0.0,283.32745,6,-283.32745
2010-12-06 03:00:00,2010-12-06,3,0,0,15.4,0.0,15.4,0.0,271.74390000000005,6,-271.74390000000005
2010-12-06 04:00:00,2010-12-06,4,0,0,15.1,0.0,15.1,0.0,290.0579,6,-290.0579
2010-12-06 05:00:00,2010-12-06,5,0,0,14.8,0.0,14.8,0.0,283.5363275862069,6,-283.5363275862069
2010-12-06 06:00:00,2010-12-06,6,0,0,14.5,0.0,14.5,0.0,264.87781666666666,6,-264.87781666666666
2010-12-06 07:00:00,2010-12-06,7,197,12,14.6,0.0,14.6,0.0,168.32146666666668,6,-168.32146666666668
2010-12-06 08:00:00,2010-12-06,8,217,72,15.0,150.506,20.929,443.936,184.9551166666667,6,258.9808833333333
2010-12-06 09:00:00,2010-12-06,9,321,111,15.8,278.805,27.233,942.046,240.3768183333333,6,701.6691816666668
2010-12-06 10:00:00,2010-12-06,10,439,121,16.7,425.333,34.17,1420.905,306.62770000000006,6,1114.2773
2010-12-06 11:00:00,2010-12-06,11,444,135,17.7,497.291,38.087,1628.07,342.0492166666665,6,1286.0207833333334
2010-12-06 12:00:00,2010-12-06,12,234,179,18.5,391.449,34.509,1282.796,230.4063166666666,6,1052.389683333333
2010-12-06 13:00:00,2010-12-06,13,117,149,19.0,252.48,29.318,832.634,306.3266833333334,6,526.3073166666666
2010-12-06 14:00:00,2010-12-06,14,282,117,19.1,353.571,33.588,1168.776,267.6650833333333,6,901.1109166666668
2010-12-06 15:00:00,2010-12-06,15,82,56,18.8,114.432,23.494,381.103,235.6290666666667,6,145.47393333333332
2010-12-06 16:00:00,2010-12-06,16,192,12,18.2,106.857,22.583,356.413,231.8412833333333,6,124.5717166666667
2010-12-06 17:00:00,2010-12-06,17,0,0,17.6,0.0,0.0,0.0,437.12075,6,-437.12075
2010-12-06 18:00:00,2010-12-06,18,0,0,17.0,0.0,17.0,0.0,405.81025000000005,6,-405.81025000000005
2010-12-06 19:00:00,2010-12-06,19,0,0,16.6,0.0,16.6,0.0,439.3411833333333,6,-439.3411833333333
2010-12-06 20:00:00,2010-12-06,20,0,0,16.3,0.0,16.3,0.0,591.2840000000001,6,-591.2840000000001
2010-12-06 21:00:00,2010-12-06,21,0,0,16.0,0.0,16.0,0.0,734.5157333333334,6,-734.5157333333334
2010-12-06 22:00:00,2010-12-06,22,0,0,15.7,0.0,15.7,0.0,749.8289000000001,6,-749.8289000000001
2010-12-06 23:00:00,2010-12-06,23,0,0,15.5,0.0,15.5,0.0,518.2316166666667,6,-518.2316166666667
2010-12-07 00:00:00,2010-12-07,0,0,0,15.1,0.0,15.1,0.0,434.1072,6,-434.1072
2010-12-07 01:00:00,2010-12-07,1,0,0,14.6,0.0,14.6,0.0,412.3819333333333,6,-412.3819333333333
2010-12-07 02:00:00,2010-12-07,2,0,0,14.2,0.0,14.2,0.0,346.80098333333336,6,-346.80098333333336
2010-12-07 03:00:00,2010-12-07,3,0,0,13.8,0.0,13.8,0.0,214.6399333333333,6,-214.6399333333333
2010-12-07 04:00:00,2010-12-07,4,0,0,13.3,0.0,13.3,0.0,151.79902166666668,6,-151.79902166666668
2010-12-07 05:00:00,2010-12-07,5,0,0,12.9,0.0,12.9,0.0,224.42355172413795,6,-224.42355172413795
2010-12-07 06:00:00,2010-12-07,6,0,0,12.5,0.0,12.5,0.0,203.0824,6,-203.0824
2010-12-07 07:00:00,2010-12-07,7,111,16,12.6,0.0,12.6,0.0,193.2832,6,-193.2832
2010-12-07 08:00:00,2010-12-07,8,267,73,13.3,163.463,19.71,478.915,208.95040000000003,6,269.9646
2010-12-07 09:00:00,2010-12-07,9,435,98,14.6,323.008,27.847,1093.694,285.3236666666666,6,808.3703333333333
2010-12-07 10:00:00,2010-12-07,10,554,101,16.1,479.509,35.806,1598.26,326.90686666666664,6,1271.3531333333333
2010-12-07 11:00:00,2010-12-07,11,620,96,17.7,590.023,41.91,1912.072,263.9571666666667,6,1648.114833333333
2010-12-07 12:00:00,2010-12-07,12,479,135,19.2,558.555,42.079,1796.183,321.25724999999994,6,1474.92575
2010-12-07 13:00:00,2010-12-07,13,413,136,20.0,499.563,40.459,1613.708,258.52034833333335,6,1355.1876516666666
