timestamp,datetime,h,Beam Irradiance (W/m2),Diffuse Irradiance (W/m2),Ambient Temperature (C),Plane of Array Irradiance (W/m2),Cell Temperature (C),DC Array Output (W),Pavg,iid,dif
2010-11-28 00:00:00,2010-11-28,0,0,0,12.8,0.0,12.8,0.0,216.73551666666668,6,-216.73551666666668
2010-11-28 01:00:00,2010-11-28,1,0,0,12.5,0.0,12.5,0.0,223.58520833333333,6,-223.58520833333333
2010-11-28 02:00:00,2010-11-28,2,0,0,12.2,0.0,12.2,0.0,172.43600999999998,6,-172.43600999999998
2010-11-28 03:00:00,2010-11-28,3,0,0,11.9,0.0,11.9,0.0,222.40313333333333,6,-222.40313333333333
2010-11-28 04:00:00,2010-11-28,4,0,0,11.6,0.0,11.6,0.0,228.38135000000003,6,-228.38135000000003
2010-11-28 05:00:00,2010-11-28,5,0,0,11.3,0.0,11.3,0.0,199.00684482758612,6,-199.00684482758612
2010-11-28 06:00:00,2010-11-28,6,0,0,11.0,0.0,11.0,0.0,214.0581,6,-214.0581
2010-11-28 07:00:00,2010-11-28,7,211,16,11.3,0.0,11.3,0.0,212.1793333333333,6,-212.1793333333333
2010-11-28 08:00:00,2010-11-28,8,188,84,12.3,161.542,18.553,507.434,196.8951333333333,6,310.5388666666668
2010-11-28 09:00:00,2010-11-28,9,439,100,13.8,335.413,27.575,1143.817,216.3671666666667,6,927.4498333333332
2010-11-28 10:00:00,2010-11-28,10,600,91,15.6,508.785,36.506,1691.404,213.58451666666667,6,1477.8194833333332
2010-11-28 11:00:00,2010-11-28,11,559,114,17.4,574.209,40.944,1862.458,256.8166333333333,6,1605.6413666666667
2010-11-28 12:00:00,2010-11-28,12,500,130,19.0,576.697,42.617,1849.321,314.20016666666663,6,1535.1208333333334
2010-11-28 13:00:00,2010-11-28,13,276,166,20.1,412.529,36.975,1340.819,452.05466666666666,6,888.7643333333333
2010-11-28 14:00:00,2010-11-28,14,326,120,20.4,391.341,36.436,1281.693,447.9731833333333,6,833.7198166666667
2010-11-28 15:00:00,2010-11-28,15,167,85,19.8,200.683,28.034,670.661,402.1312,6,268.5298
2010-11-28 16:00:00,2010-11-28,16,106,20,18.6,74.928,21.672,246.737,248.78427118644063,6,-2.047271186440639
2010-11-28 17:00:00,2010-11-28,17,0,0,17.3,0.0,0.0,0.0,661.7266500000001,6,-661.7266500000001
2010-11-28 18:00:00,2010-11-28,18,0,0,16.2,0.0,16.2,0.0,321.1063666666666,6,-321.1063666666666
2010-11-28 19:00:00,2010-11-28,19,0,0,15.3,0.0,15.3,0.0,342.9688,6,-342.9688
2010-11-28 20:00:00,2010-11-28,20,0,0,14.5,0.0,14.5,0.0,482.08158333333336,6,-482.08158333333336
2010-11-28 21:00:00,2010-11-28,21,0,0,13.9,0.0,13.9,0.0,448.1349833333334,6,-448.1349833333334
2010-11-28 22:00:00,2010-11-28,22,0,0,13.4,0.0,13.4,0.0,454.20135,6,-454.20135
2010-11-28 23:00:00,2010-11-28,23,0,0,13.0,0.0,13.0,0.0,431.5321166666667,6,-431.5321166666667
2010-11-29 00:00:00,2010-11-29,0,0,0,12.6,0.0,12.6,0.0,323.8233333333334,6,-323.8233333333334
2010-11-29 01:00:00,2010-11-29,1,0,0,12.2,0.0,12.2,0.0,222.80171666666664,6,-222.80171666666664
2010-11-29 02:00:00,2010-11-29,2,0,0,11.8,0.0,11.8,0.0,212.73395,6,-212.73395
2010-11-29 03:00:00,2010-11-29,3,0,0,11.4,0.0,11.4,0.0,158.14093333333338,6,-158.14093333333338
2010-11-29 04:00:00,2010-11-29,4,0,0,11.0,0.0,11.0,0.0,177.36945,6,-177.36945
2010-11-29 05:00:00,2010-11-29,5,0,0,10.6,0.0,10.6,0.0,160.24679310344823,6,-160.24679310344823
2010-11-29 06:00:00,2010-11-29,6,0,0,10.3,0.0,10.3,0.0,164.10944999999998,6,-164.10944999999998
2010-11-29 07:00:00,2010-11-29,7,176,19,10.5,0.0,10.5,0.0,174.91401666666673,6,-174.91401666666673
2010-11-29 08:00:00,2010-11-29,8,276,83,11.4,185.555,18.79,576.551,140.37531166666668,6,436.17568833333337
2010-11-29 09:00:00,2010-11-29,9,434,110,12.8,342.979,26.882,1172.298,161.103445,6,1011.194555
2010-11-29 10:00:00,2010-11-29,10,559,110,14.5,501.896,35.117,1675.804,189.6931333333333,6,1486.1108666666669
2010-11-29 11:00:00,2010-11-29,11,628,103,16.2,613.333,41.356,1989.502,237.15655,6,1752.34545
2010-11-29 12:00:00,2010-11-29,12,628,103,17.7,650.122,44.34,2076.777,326.8497,6,1749.9273
2010-11-29 13:00:00,2010-11-29,13,559,110,18.7,599.141,43.247,1920.398,321.21276666666665,6,1599.1852333333331
2010-11-29 14:00:00,2010-11-29,14,434,110,19.0,467.292,38.159,1528.274,196.07033333333337,6,1332.2036666666663
2010-11-29 15:00:00,2010-11-29,15,276,83,18.5,276.218,29.843,928.416,244.1705666666667,6,684.2454333333334
2010-11-29 16:00:00,2010-11-29,16,176,19,17.4,108.793,21.861,363.806,225.5812833333333,6,138.2247166666667
2010-11-29 17:00:00,2010-11-29,17,0,0,16.1,0.0,0.0,0.0,462.35091666666665,6,-462.35091666666665
2010-11-29 18:00:00,2010-11-29,18,0,0,15.1,0.0,15.1,0.0,706.9480500000001,6,-706.9480500000001
2010-11-29 19:00:00,2010-11-29,19,0,0,14.2,0.0,14.2,0.0,807.39705,6,-807.39705
2010-11-29 20:00:00,2010-11-29,20,0,0,13.5,0.0,13.5,0.0,442.8579000000001,6,-442.8579000000001
2010-11-29 21:00:00,2010-11-29,21,0,0,13.0,0.0,13.0,0.0,318.8052666666666,6,-318.8052666666666
2010-11-29 22:00:00,2010-11-29,22,0,0,12.5,0.0,12.5,0.0,504.0748666666667,6,-504.0748666666667
2010-11-29 23:00:00,2010-11-29,23,0,0,12.1,0.0,12.1,0.0,635.0702166666666,6,-635.0702166666666
2010-11-30 00:00:00,2010-11-30,0,0,0,11.8,0.0,11.8,0.0,385.8560166666666,6,-385.8560166666666
2010-11-30 01:00:00,2010-11-30,1,0,0,11.5,0.0,11.5,0.0,319.07411666666667,6,-319.07411666666667
2010-11-30 02:00:00,2010-11-30,2,0,0,11.2,0.0,11.2,0.0,218.4164333333333,6,-218.4164333333333
2010-11-30 03:00:00,2010-11-30,3,0,0,10.9,0.0,10.9,0.0,238.10011666666665,6,-238.10011666666665
2010-11-30 04:00:00,2010-11-30,4,0,0,10.7,0.0,10.7,0.0,221.21235000000004,6,-221.21235000000004
2010-11-30 05:00:00,2010-11-30,5,0,0,10.4,0.0,10.4,0.0,233.4568103448276,6,-233.4568103448276
2010-11-30 06:00:00,2010-11-30,6,0,0,10.1,0.0,10.1,0.0,226.5090333333333,6,-226.5090333333333
2010-11-30 07:00:00,2010-11-30,7,199,16,10.4,0.0,10.4,0.0,216.5614166666667,6,-216.5614166666667
2010-11-30 08:00:00,2010-11-30,8,231,80,11.3,168.905,18.026,524.568,249.25571666666667,6,275.3122833333333
2010-11-30 09:00:00,2010-11-30,9,391,109,12.7,320.148,25.841,1095.903,250.70398333333333,6,845.1990166666667
2010-11-30 10:00:00,2010-11-30,10,448,129,14.3,445.404,32.588,1496.808,186.47485000000003,6,1310.33315
2010-11-30 11:00:00,2010-11-30,11,586,107,16.1,584.63,40.077,1905.0,212.2442166666667,6,1692.7557833333333
2010-11-30 12:00:00,2010-11-30,12,459,142,17.5,548.576,39.963,1776.665,181.8450666666667,6,1594.8199333333332
2010-11-30 13:00:00,2010-11-30,13,550,104,18.5,584.041,42.431,1878.444,193.23031666666668,6,1685.2136833333334
2010-11-30 14:00:00,2010-11-30,14,308,124,18.8,381.932,34.449,1259.937,207.55616666666668,6,1052.3808333333332
2010-11-30 15:00:00,2010-11-30,15,141,86,18.3,185.344,25.903,622.45,159.22603799999993,6,463.22396200000014
2010-11-30 16:00:00,2010-11-30,16,199,16,17.2,115.333,21.93,386.625,218.5057216666667,6,168.1192783333333
2010-11-30 17:00:00,2010-11-30,17,0,0,15.9,0.0,0.0,0.0,195.6813866666667,6,-195.6813866666667
2010-11-30 18:00:00,2010-11-30,18,0,0,14.9,0.0,14.9,0.0,339.6346666666667,6,-339.6346666666667
2010-11-30 19:00:00,2010-11-30,19,0,0,14.0,0.0,14.0,0.0,503.6514833333333,6,-503.6514833333333
2010-11-30 20:00:00,2010-11-30,20,0,0,13.4,0.0,13.4,0.0,504.52615,6,-504.52615
2010-11-30 21:00:00,2010-11-30,21,0,0,12.8,0.0,12.8,0.0,491.14465,6,-491.14465
2010-11-30 22:00:00,2010-11-30,22,0,0,12.3,0.0,12.3,0.0,538.5477333333333,6,-538.5477333333333
2010-11-30 23:00:00,2010-11-30,23,0,0,11.9,0.0,11.9,0.0,459.1253833333333,6,-459.1253833333333
2010-12-01 00:00:00,2010-12-01,0,0,0,12.1,0.0,12.1,0.0,446.7886500000001,6,-446.7886500000001
2010-12-01 01:00:00,2010-12-01,1,0,0,12.3,0.0,12.3,0.0,389.25368333333336,6,-389.25368333333336
2010-12-01 02:00:00,2010-12-01,2,0,0,12.5,0.0,12.5,0.0,364.3786,6,-364.3786
2010-12-01 03:00:00,2010-12-01,3,0,0,12.7,0.0,12.7,0.0,316.27933333333334,6,-316.27933333333334
2010-12-01 04:00:00,2010-12-01,4,0,0,12.9,0.0,12.9,0.0,255.90651666666665,6,-255.90651666666665
2010-12-01 05:00:00,2010-12-01,5,0,0,13.1,0.0,13.1,0.0,243.4213103448276,6,-243.4213103448276
2010-12-01 06:00:00,2010-12-01,6,0,0,13.3,0.0,13.3,0.0,167.7612,6,-167.7612
2010-12-01 07:00:00,2010-12-01,7,71,16,13.5,0.0,13.5,0.0,200.7899833333333,6,-200.7899833333333
2010-12-01 08:00:00,2010-12-01,8,149,78,14.2,144.027,16.414,450.785,254.8936,6,195.89140000000003
2010-12-01 09:00:00,2010-12-01,9,483,86,15.4,338.15,21.553,1179.844,331.3206333333334,6,848.5233666666667
2010-12-01 10:00:00,2010-12-01,10,379,137,16.9,408.774,22.82,1423.008,297.49281666666667,6,1125.5151833333334
2010-12-01 11:00:00,2010-12-01,11,393,150,18.5,479.277,26.481,1638.16,335.2670666666666,6,1302.8929333333335
2010-12-01 12:00:00,2010-12-01,12,244,181,19.9,403.273,26.994,1361.663,340.8482,6,1020.8148
2010-12-01 13:00:00,2010-12-01,13,354,142,20.7,460.506,27.272,1562.781,261.5309666666667,6,1301.2500333333332
2010-12-01 14:00:00,2010-12-01,14,450,92,20.9,457.783,27.525,1563.23,182.2340333333333,6,1380.9959666666668
2010-12-01 15:00:00,2010-12-01,15,189,77,20.3,214.162,23.517,731.314,185.9589833333333,6,545.3550166666666
2010-12-01 16:00:00,2010-12-01,16,61,16,19.3,49.123,20.265,159.649,215.1477833333333,6,-55.49878333333331
2010-12-01 17:00:00,2010-12-01,17,0,0,18.3,0.0,0.0,0.0,183.31796666666665,6,-183.31796666666665
2010-12-01 18:00:00,2010-12-01,18,0,0,17.5,0.0,17.5,0.0,344.21215000000007,6,-344.21215000000007
2010-12-01 19:00:00,2010-12-01,19,0,0,16.8,0.0,16.8,0.0,526.7632333333333,6,-526.7632333333333
2010-12-01 20:00:00,2010-12-01,20,0,0,16.2,0.0,16.2,0.0,451.5850833333334,6,-451.5850833333334
2010-12-01 21:00:00,2010-12-01,21,0,0,15.7,0.0,15.7,0.0,422.7345666666666,6,-422.7345666666666
2010-12-01 22:00:00,2010-12-01,22,0,0,15.3,0.0,15.3,0.0,386.24,6,-386.24
2010-12-01 23:00:00,2010-12-01,23,0,0,15.0,0.0,15.0,0.0,478.92295,6,-478.92295
2010-12-02 00:00:00,2010-12-02,0,0,0,14.9,0.0,14.9,0.0,325.4493333333334,6,-325.4493333333334
2010-12-02 01:00:00,2010-12-02,1,0,0,14.8,0.0,14.8,0.0,256.6763833333333,6,-256.6763833333333
2010-12-02 02:00:00,2010-12-02,2,0,0,14.8,0.0,14.8,0.0,220.16341666666668,6,-220.16341666666668
2010-12-02 03:00:00,2010-12-02,3,0,0,14.7,0.0,14.7,0.0,214.8087333333333,6,-214.8087333333333
2010-12-02 04:00:00,2010-12-02,4,0,0,14.6,0.0,14.6,0.0,178.78036333333327,6,-178.78036333333327
2010-12-02 05:00:00,2010-12-02,5,0,0,14.6,0.0,14.6,0.0,193.4886551724138,6,-193.4886551724138
2010-12-02 06:00:00,2010-12-02,6,0,0,14.5,0.0,14.5,0.0,205.2338166666667,6,-205.2338166666667
2010-12-02 07:00:00,2010-12-02,7,175,17,14.7,0.0,14.7,0.0,177.70924999999997,6,-177.70924999999997
2010-12-02 08:00:00,2010-12-02,8,270,80,15.4,178.674,17.657,549.142,268.35071666666664,6,280.7912833333334
2010-12-02 09:00:00,2010-12-02,9,426,108,16.7,334.17,21.658,1163.01,208.97465,6,954.03535
2010-12-02 10:00:00,2010-12-02,10,552,109,18.3,492.638,26.414,1702.324,180.14295,6,1522.18105
2010-12-02 11:00:00,2010-12-02,11,618,104,20.1,603.268,28.728,2057.739,211.5671833333333,6,1846.1718166666667
2010-12-02 12:00:00,2010-12-02,12,618,104,21.6,640.102,30.432,2162.077,190.82700000000003,6,1971.25
2010-12-02 13:00:00,2010-12-02,13,552,109,22.5,590.273,30.287,1992.986,278.33825,6,1714.64775
2010-12-02 14:00:00,2010-12-02,14,426,108,22.7,458.089,29.097,1553.252,284.6119833333333,6,1268.6400166666667
2010-12-02 15:00:00,2010-12-02,15,270,80,22.1,268.806,26.714,914.493,202.8504166666667,6,711.6425833333334
2010-12-02 16:00:00,2010-12-02,16,175,17,21.0,105.687,22.738,351.767,187.23461666666665,6,164.53238333333334
2010-12-02 17:00:00,2010-12-02,17,0,0,19.9,0.0,0.0,0.0,355.9074499999999,6,-355.9074499999999
2010-12-02 18:00:00,2010-12-02,18,0,0,19.0,0.0,19.0,0.0,607.3989,6,-607.3989
2010-12-02 19:00:00,2010-12-02,19,0,0,18.2,0.0,18.2,0.0,1134.5454333333337,6,-1134.5454333333337
2010-12-02 20:00:00,2010-12-02,20,0,0,17.6,0.0,17.6,0.0,432.8910666666667,6,-432.8910666666667
2010-12-02 21:00:00,2010-12-02,21,0,0,17.1,0.0,17.1,0.0,349.8963333333333,6,-349.8963333333333
2010-12-02 22:00:00,2010-12-02,22,0,0,16.6,0.0,16.6,0.0,614.3132166666667,6,-614.3132166666667
2010-12-02 23:00:00,2010-12-02,23,0,0,16.3,0.0,16.3,0.0,514.8759333333334,6,-514.8759333333334
2010-12-03 00:00:00,2010-12-03,0,0,0,16.0,0.0,16.0,0.0,374.2167833333333,6,-374.2167833333333
2010-12-03 01:00:00,2010-12-03,1,0,0,15.8,0.0,15.8,0.0,254.80555000000004,6,-254.80555000000004
2010-12-03 02:00:00,2010-12-03,2,0,0,15.6,0.0,15.6,0.0,187.0262666666667,6,-187.0262666666667
2010-12-03 03:00:00,2010-12-03,3,0,0,15.3,0.0,15.3,0.0,203.0919666666667,6,-203.0919666666667
2010-12-03 04:00:00,2010-12-03,4,0,0,15.1,0.0,15.1,0.0,186.56056666666663,6,-186.56056666666663
2010-12-03 05:00:00,2010-12-03,5,0,0,14.9,0.0,14.9,0.0,187.88956896551727,6,-187.88956896551727
2010-12-03 06:00:00,2010-12-03,6,0,0,14.6,0.0,14.6,0.0,206.56145000000004,6,-206.56145000000004
2010-12-03 07:00:00,2010-12-03,7,178,16,14.8,0.0,14.8,0.0,186.04268333333337,6,-186.04268333333337
2010-12-03 08:00:00,2010-12-03,8,272,79,15.5,176.834,18.699,537.874,239.83113333333333,6,298.04286666666667
2010-12-03 09:00:00,2010-12-03,9,426,107,16.6,332.177,22.733,1150.542,288.38275,6,862.1592499999999
2010-12-03 10:00:00,2010-12-03,10,548,109,18.1,488.89,28.397,1676.568,268.1374166666667,6,1408.4305833333333
2010-12-03 11:00:00,2010-12-03,11,615,104,19.7,599.854,30.443,2032.859,276.17328333333336,6,1756.6857166666666
2010-12-03 12:00:00,2010-12-03,12,615,104,21.0,636.727,33.111,2128.652,248.2118,6,1880.4402
2010-12-03 13:00:00,2010-12-03,13,548,109,21.9,586.428,31.534,1970.539,239.63146666666665,6,1730.9075333333333
2010-12-03 14:00:00,2010-12-03,14,426,107,22.0,456.706,29.213,1548.023,241.95671666666664,6,1306.066283333333
2010-12-03 15:00:00,2010-12-03,15,272,79,21.4,268.891,25.888,917.971,179.14441666666667,6,738.8265833333334
2010-12-03 16:00:00,2010-12-03,16,177,16,20.5,105.267,22.255,351.081,188.11535,6,162.96565
2010-12-03 17:00:00,2010-12-03,17,0,0,19.5,0.0,0.0,0.0,204.6383,6,-204.6383
2010-12-03 18:00:00,2010-12-03,18,0,0,18.7,0.0,18.7,0.0,591.4920000000001,6,-591.4920000000001
2010-12-03 19:00:00,2010-12-03,19,0,0,18.0,0.0,18.0,0.0,590.8561166666667,6,-590.8561166666667
2010-12-03 20:00:00,2010-12-03,20,0,0,17.4,0.0,17.4,0.0,518.5744666666666,6,-518.5744666666666
2010-12-03 21:00:00,2010-12-03,21,0,0,17.0,0.0,17.0,0.0,452.25385,6,-452.25385
2010-12-03 22:00:00,2010-12-03,22,0,0,16.6,0.0,16.6,0.0,390.9983666666667,6,-390.9983666666667
2010-12-03 23:00:00,2010-12-03,23,0,0,16.2,0.0,16.2,0.0,387.3452,6,-387.3452
2010-12-04 00:00:00,2010-12-04,0,0,0,16.0,0.0,16.0,0.0,457.7279500000001,6,-457.7279500000001
2010-12-04 01:00:00,2010-12-04,1,0,0,15.8,0.0,15.8,0.0,381.2295333333333,6,-381.2295333333333
2010-12-04 02:00:00,2010-12-04,2,0,0,15.5,0.0,15.5,0.0,296.4505833333333,6,-296.4505833333333
2010-12-04 03:00:00,2010-12-04,3,0,0,15.3,0.0,15.3,0.0,261.11695,6,-261.11695
2010-12-04 04:00:00,2010-12-04,4,0,0,15.0,0.0,15.0,0.0,291.6270333333333,6,-291.6270333333333
2010-12-04 05:00:00,2010-12-04,5,0,0,14.8,0.0,14.8,0.0,259.8585862068966,6,-259.8585862068966
2010-12-04 06:00:00,2010-12-04,6,0,0,14.5,0.0,14.5,0.0,251.4896666666667,6,-251.4896666666667
2010-12-04 07:00:00,2010-12-04,7,202,13,14.6,0.0,14.6,0.0,216.56505000000007,6,-216.56505000000007
2010-12-04 08:00:00,2010-12-04,8,137,74,15.1,135.16,20.47,409.201,255.0200333333333,6,154.18096666666673
2010-12-04 09:00:00,2010-12-04,9,266,120,15.9,264.351,26.74,893.661,167.15250000000003,6,726.5084999999999
2010-12-04 10:00:00,2010-12-04,10,357,139,16.8,394.644,32.999,1319.369,204.8217,6,1114.5473
2010-12-04 11:00:00,2010-12-04,11,640,85,17.9,593.231,42.243,1920.313,258.4144166666667,6,1661.8985833333334
2010-12-04 12:00:00,2010-12-04,12,339,160,18.8,468.539,37.975,1523.281,382.9306666666666,6,1140.3503333333333
2010-12-04 13:00:00,2010-12-04,13,202,163,19.4,347.349,33.604,1138.676,656.47905,6,482.1969499999999
2010-12-04 14:00:00,2010-12-04,14,403,98,19.5,428.819,37.085,1407.382,466.99215,6,940.38985
2010-12-04 15:00:00,2010-12-04,15,215,73,19.1,225.871,28.374,758.695,310.15613333333334,6,448.5388666666667
2010-12-04 16:00:00,2010-12-04,16,199,13,18.4,111.335,22.967,371.252,380.7295666666667,6,-9.47756666666669
2010-12-04 17:00:00,2010-12-04,17,0,0,17.8,0.0,0.0,0.0,376.6132333333334,6,-376.6132333333334
2010-12-04 18:00:00,2010-12-04,18,0,0,17.2,0.0,17.2,0.0,228.3132833333333,6,-228.3132833333333
2010-12-04 19:00:00,2010-12-04,19,0,0,16.8,0.0,16.8,0.0,269.7907,6,-269.7907
2010-12-04 20:00:00,2010-12-04,20,0,0,16.4,0.0,16.4,0.0,493.9300333333333,6,-493.9300333333333
2010-12-04 21:00:00,2010-12-04,21,0,0,16.1,0.0,16.1,0.0,605.9045833333332,6,-605.9045833333332
2010-12-04 22:00:00,2010-12-04,22,0,0,15.8,0.0,15.8,0.0,559.3769166666666,6,-559.3769166666666
2010-12-04 23:00:00,2010-12-04,23,0,0,15.6,0.0,15.6,0.0,435.4761666666666,6,-435.4761666666666
