Pavg,iid,tmstp
613.7288000000001,42,2013-10-03
418.709,42,2013-10-03
236.48863333333335,42,2013-10-03
359.1878833333333,42,2013-10-03
2225.1538,42,2013-10-03
838.0346333333332,42,2013-10-03
1203.3135500000003,42,2013-10-03
902.3216833333335,42,2013-10-03
625.2785500000001,42,2013-10-03
611.8045166666667,42,2013-10-03
762.4243666666669,42,2013-10-03
639.19345,42,2013-10-03
533.249,42,2013-10-03
512.9604833333334,42,2013-10-03
323.7375,42,2013-10-04
323.7036166666667,42,2013-10-04
316.24314999999996,42,2013-10-04
334.7651,42,2013-10-04
326.18816666666663,42,2013-10-04
247.98005833333335,42,2013-10-04
278.1725866666667,42,2013-10-04
257.70949499999995,42,2013-10-04
589.5397666666668,42,2013-10-04
329.18405,42,2013-10-04
288.0918833333333,42,2013-10-04
379.94229666666666,42,2013-10-04
405.02925,42,2013-10-04
348.31323333333336,42,2013-10-04
492.94025,42,2013-10-04
369.3601333333334,42,2013-10-04
500.74286666666666,42,2013-10-04
490.3057333333333,42,2013-10-04
374.13810000000007,42,2013-10-04
381.437615,42,2013-10-04
277.37118333333336,42,2013-10-04
264.69682166666666,42,2013-10-04
530.3793666666667,42,2013-10-04
188.68115,42,2013-10-04
0.0,42,2013-10-05
0.0,42,2013-10-05
0.0,42,2013-10-05
0.0,42,2013-10-05
0.0,42,2013-10-05
0.0,42,2013-10-05
0.0,42,2013-10-05
0.0,42,2013-10-05
0.0,42,2013-10-05
0.0,42,2013-10-05
0.0,42,2013-10-05
0.0,42,2013-10-05
0.0,42,2013-10-05
304.62066666666664,42,2013-10-05
405.8574333333333,42,2013-10-05
463.34746666666655,42,2013-10-05
928.0354666666667,42,2013-10-05
1481.6975000000004,42,2013-10-05
546.1512333333334,42,2013-10-05
678.6258666666666,42,2013-10-05
687.0008333333333,42,2013-10-05
679.2909666666667,42,2013-10-05
611.4381000000001,42,2013-10-05
512.6777,42,2013-10-05
339.6652333333333,42,2013-10-06
312.7403,42,2013-10-06
312.9780666666667,42,2013-10-06
307.81691666666666,42,2013-10-06
307.5986833333333,42,2013-10-06
190.4701816666667,42,2013-10-06
325.3331166666667,42,2013-10-06
328.8040333333333,42,2013-10-06
207.74284500000005,42,2013-10-06
647.0183833333333,42,2013-10-06
534.2987999999999,42,2013-10-06
325.7206500000001,42,2013-10-06
216.77365166666667,42,2013-10-06
268.997445,42,2013-10-06
269.59177999999997,42,2013-10-06
205.59058833333336,42,2013-10-06
407.50825,42,2013-10-06
346.6497166666666,42,2013-10-06
673.4532666666667,42,2013-10-06
454.69595000000004,42,2013-10-06
683.8671833333334,42,2013-10-06
625.6526833333334,42,2013-10-06
529.1132166666667,42,2013-10-06
422.1636833333334,42,2013-10-06
335.43059833333336,42,2013-10-07
244.4595833333333,42,2013-10-07
215.87470333333331,42,2013-10-07
276.65438499999993,42,2013-10-07
247.69814666666667,42,2013-10-07
322.39067000000006,42,2013-10-07
309.61397999999997,42,2013-10-07
293.8658433333333,42,2013-10-07
604.0896000000001,42,2013-10-07
483.6674166666666,42,2013-10-07
339.0767333333333,42,2013-10-07
384.4220333333333,42,2013-10-07
254.31562833333334,42,2013-10-07
279.4158333333334,42,2013-10-07
228.33851864406776,42,2013-10-07
372.2740666666667,42,2013-10-07
594.4057,42,2013-10-07
566.7773666666667,42,2013-10-07
464.2446499999999,42,2013-10-07
657.5165833333333,42,2013-10-07
1287.7605833333334,42,2013-10-07
1374.1295166666664,42,2013-10-07
530.8054999999999,42,2013-10-07
384.5272833333333,42,2013-10-07
312.5455166666667,42,2013-10-08
323.5449,42,2013-10-08
313.3486166666667,42,2013-10-08
248.03041833333336,42,2013-10-08
214.96708333333333,42,2013-10-08
246.17286833333335,42,2013-10-08
244.654775,42,2013-10-08
300.73502666666667,42,2013-10-08
547.2820616666667,42,2013-10-08
582.0570499999999,42,2013-10-08
540.7448166666667,42,2013-10-08
278.55412666666666,42,2013-10-08
245.80205833333335,42,2013-10-08
465.4364166666667,42,2013-10-08
1079.4553833333334,42,2013-10-08
1398.7127166666671,42,2013-10-08
1246.1398166666663,42,2013-10-08
1197.6924666666664,42,2013-10-08
674.6494166666666,42,2013-10-08
439.686,42,2013-10-08
827.3405333333333,42,2013-10-08
560.3117333333333,42,2013-10-08
540.5091333333334,42,2013-10-08
521.3148500000001,42,2013-10-08
339.4811,42,2013-10-09
233.3146416666667,42,2013-10-09
287.8348833333333,42,2013-10-09
266.44951,42,2013-10-09
224.76651666666666,42,2013-10-09
222.04529666666664,42,2013-10-09
215.16394,42,2013-10-09
297.488805,42,2013-10-09
667.79075,42,2013-10-09
931.52575,42,2013-10-09
410.7838000000001,42,2013-10-09
1621.8812666666668,42,2013-10-09
1017.0265,42,2013-10-09
941.72985,42,2013-10-09
1203.0541333333335,42,2013-10-09
298.91729999999995,42,2013-10-09
286.31107499999996,42,2013-10-09
395.52213333333333,42,2013-10-09
493.84451666666666,42,2013-10-09
569.0378999999999,42,2013-10-09
742.4298166666667,42,2013-10-09
620.8612166666667,42,2013-10-09
549.3662499999999,42,2013-10-09
380.7293,42,2013-10-09
311.5749,42,2013-10-10
309.29616666666675,42,2013-10-10
309.8522166666667,42,2013-10-10
309.46961666666664,42,2013-10-10
336.5081,42,2013-10-10
298.7131833333333,42,2013-10-10
310.6619833333333,42,2013-10-10
442.0364666666666,42,2013-10-10
596.2901833333332,42,2013-10-10
897.6034500000002,42,2013-10-10
741.1775833333335,42,2013-10-10
299.1684833333334,42,2013-10-10
432.0338499999999,42,2013-10-10
455.1537333333334,42,2013-10-10
705.6140666666668,42,2013-10-10
305.7087183333333,42,2013-10-10
921.4666833333333,42,2013-10-10
682.527,42,2013-10-10
505.65341666666666,42,2013-10-10
753.9452,42,2013-10-10
793.4885166666667,42,2013-10-10
539.0206333333333,42,2013-10-10
523.2801833333333,42,2013-10-10
382.2886833333333,42,2013-10-10
330.7726166666666,42,2013-10-11
347.35785000000004,42,2013-10-11
201.22331500000004,42,2013-10-11
262.48549,42,2013-10-11
244.66295833333334,42,2013-10-11
193.89389833333334,42,2013-10-11
234.5964066666667,42,2013-10-11
350.49379999999996,42,2013-10-11
455.0121016666666,42,2013-10-11
557.3004000000001,42,2013-10-11
470.78548333333333,42,2013-10-11
354.8699,42,2013-10-11
479.6758666666667,42,2013-10-11
1148.4522666666667,42,2013-10-11
1252.1833000000001,42,2013-10-11
407.00645000000003,42,2013-10-11
482.83244999999994,42,2013-10-11
442.46893333333327,42,2013-10-11
461.03965,42,2013-10-11
451.7576666666667,42,2013-10-11
892.8411833333333,42,2013-10-11
597.2718833333333,42,2013-10-11
472.38579999999996,42,2013-10-11
514.7876666666667,42,2013-10-11
307.75731666666667,42,2013-10-12
320.36665,42,2013-10-12
263.9859383333333,42,2013-10-12
242.27425000000002,42,2013-10-12
195.83229166666663,42,2013-10-12
259.98657,42,2013-10-12
254.47570000000002,42,2013-10-12
208.44405333333333,42,2013-10-12
502.8815000000001,42,2013-10-12
709.9516500000001,42,2013-10-12
748.0066666666667,42,2013-10-12
878.6129833333333,42,2013-10-12
2658.614983333334,42,2013-10-12
806.9530000000001,42,2013-10-12
445.9316833333333,42,2013-10-12
397.4264,42,2013-10-12
275.9162333333333,42,2013-10-12
304.36662999999993,42,2013-10-12
466.1284333333333,42,2013-10-12
1067.4706833333332,42,2013-10-12
1616.0701999999999,42,2013-10-12
618.14585,42,2013-10-12
510.6309166666667,42,2013-10-12
480.8434500000001,42,2013-10-12
388.15494999999993,42,2013-10-13
276.8372,42,2013-10-13
230.69152166666666,42,2013-10-13
201.03851,42,2013-10-13
209.8765833333333,42,2013-10-13
244.00183333333334,42,2013-10-13
236.948095,42,2013-10-13
229.69985166666672,42,2013-10-13
428.66408500000006,42,2013-10-13
600.6488999999999,42,2013-10-13
648.5817000000001,42,2013-10-13
566.9999833333334,42,2013-10-13
607.84665,42,2013-10-13
577.4259666666669,42,2013-10-13
401.2590333333334,42,2013-10-13
315.0687333333334,42,2013-10-13
312.3349666666667,42,2013-10-13
324.1278766666667,42,2013-10-13
458.29846666666674,42,2013-10-13
767.6691833333332,42,2013-10-13
724.5555666666666,42,2013-10-13
633.4766333333333,42,2013-10-13
587.47755,42,2013-10-13
534.4180833333332,42,2013-10-13
364.2233666666667,42,2013-10-14
314.67641666666674,42,2013-10-14
309.2441,42,2013-10-14
184.23791166666666,42,2013-10-14
235.86764166666669,42,2013-10-14
266.3248716666667,42,2013-10-14
327.3381833333334,42,2013-10-14
368.3348666666667,42,2013-10-14
477.5624883333333,42,2013-10-14
422.3013166666667,42,2013-10-14
506.8571,42,2013-10-14
353.0325333333332,42,2013-10-14
397.59143333333327,42,2013-10-14
729.5305166666666,42,2013-10-14
1643.4296999999997,42,2013-10-14
270.28159999999997,42,2013-10-14
391.8610666666666,42,2013-10-14
482.20515,42,2013-10-14
711.4892333333333,42,2013-10-14
601.9363333333333,42,2013-10-14
793.6211833333332,42,2013-10-14
567.3141333333334,42,2013-10-14
482.4596,42,2013-10-14
474.0814166666666,42,2013-10-14
288.82771666666673,42,2013-10-15
247.62748666666667,42,2013-10-15
202.05706333333333,42,2013-10-15
230.76486666666662,42,2013-10-15
273.63015333333334,42,2013-10-15
322.81238333333334,42,2013-10-15
265.03956666666664,42,2013-10-15
312.388205,42,2013-10-15
546.83245,42,2013-10-15
536.8386999999999,42,2013-10-15
732.6265833333333,42,2013-10-15
262.78872,42,2013-10-15
396.52346666666665,42,2013-10-15
499.82685000000004,42,2013-10-15
1046.2459666666666,42,2013-10-15
1433.9539000000002,42,2013-10-15
1168.169683333333,42,2013-10-15
1387.1340666666665,42,2013-10-15
1083.3082166666666,42,2013-10-15
740.0602999999999,42,2013-10-15
758.9596,42,2013-10-15
529.8684999999999,42,2013-10-15
537.77655,42,2013-10-15
521.3470666666667,42,2013-10-15
338.79605,42,2013-10-16
314.44138333333336,42,2013-10-16
278.574995,42,2013-10-16
220.21088,42,2013-10-16
243.6965166666667,42,2013-10-16
276.5848666666667,42,2013-10-16
306.7554333333332,42,2013-10-16
265.3919333333333,42,2013-10-16
798.4960333333335,42,2013-10-16
1849.1631000000004,42,2013-10-16
407.8963333333333,42,2013-10-16
370.8678833333334,42,2013-10-16
363.33369999999996,42,2013-10-16
917.2805833333332,42,2013-10-16
1318.2695,42,2013-10-16
350.5528166666666,42,2013-10-16
310.3744,42,2013-10-16
488.8708833333333,42,2013-10-16
569.8524833333333,42,2013-10-16
384.0666166666667,42,2013-10-16
253.75073333333333,42,2013-10-16
503.7113333333334,42,2013-10-16
529.7910833333333,42,2013-10-16
463.03773333333334,42,2013-10-16
236.38994,42,2013-10-17
280.7253116666667,42,2013-10-17
229.23730500000002,42,2013-10-17
205.04744333333335,42,2013-10-17
203.43956833333328,42,2013-10-17
242.13211,42,2013-10-17
243.29421666666667,42,2013-10-17
317.24695666666673,42,2013-10-17
318.731205,42,2013-10-17
512.4912516666667,42,2013-10-17
506.6040116666667,42,2013-10-17
348.98560000000003,42,2013-10-17
313.83500000000004,42,2013-10-17
492.50293333333326,42,2013-10-17
689.6279,42,2013-10-17
423.8499333333333,42,2013-10-17
792.5076833333334,42,2013-10-17
1067.1967833333333,42,2013-10-17
614.79745,42,2013-10-17
712.4756333333335,42,2013-10-17
778.9042333333333,42,2013-10-17
604.15005,42,2013-10-17
532.8676166666667,42,2013-10-17
553.11645,42,2013-10-17
356.2510166666667,42,2013-10-18
332.48041666666666,42,2013-10-18
319.94145000000003,42,2013-10-18
323.15891666666664,42,2013-10-18
313.89426666666674,42,2013-10-18
312.81815000000006,42,2013-10-18
306.81913333333335,42,2013-10-18
315.68741666666665,42,2013-10-18
580.7629499999999,42,2013-10-18
767.7146499999999,42,2013-10-18
374.28276666666676,42,2013-10-18
1669.5588166666669,42,2013-10-18
902.0892999999999,42,2013-10-18
497.0153833333333,42,2013-10-18
396.71691666666663,42,2013-10-18
448.92591666666675,42,2013-10-18
397.8902166666666,42,2013-10-18
414.016,42,2013-10-18
437.70419333333336,42,2013-10-18
1122.5161166666667,42,2013-10-18
1790.7688333333333,42,2013-10-18
661.5954166666668,42,2013-10-18
554.8111000000001,42,2013-10-18
459.12613333333337,42,2013-10-18
322.12340000000006,42,2013-10-19
209.86292500000002,42,2013-10-19
237.5586333333333,42,2013-10-19
246.39320833333335,42,2013-10-19
242.67302333333336,42,2013-10-19
215.0472416666667,42,2013-10-19
209.605455,42,2013-10-19
208.55051666666668,42,2013-10-19
508.3374533333333,42,2013-10-19
460.7202166666667,42,2013-10-19
432.9425833333333,42,2013-10-19
198.74507166666666,42,2013-10-19
424.3002400000001,42,2013-10-19
586.7770166666667,42,2013-10-19
439.74933333333337,42,2013-10-19
288.49155,42,2013-10-19
215.3435783333333,42,2013-10-19
202.36423000000002,42,2013-10-19
262.41416833333335,42,2013-10-19
636.0897499999996,42,2013-10-19
838.4936833333335,42,2013-10-19
724.2067166666665,42,2013-10-19
466.1094999999999,42,2013-10-19
412.2587666666667,42,2013-10-19
214.76000000000002,42,2013-10-20
0.0,42,2013-10-20
0.0,42,2013-10-20
0.0,42,2013-10-20
0.0,42,2013-10-20
0.0,42,2013-10-20
0.0,42,2013-10-20
0.0,42,2013-10-20
0.0,42,2013-10-20
0.0,42,2013-10-20
0.0,42,2013-10-20
0.0,42,2013-10-20
0.0,42,2013-10-20
0.0,42,2013-10-20
0.0,42,2013-10-20
0.0,42,2013-10-20
0.0,42,2013-10-20
0.0,42,2013-10-20
0.0,42,2013-10-20
0.0,42,2013-10-20
0.0,42,2013-10-20
0.0,42,2013-10-20
0.0,42,2013-10-20
0.0,42,2013-10-20
0.0,42,2013-10-21
0.0,42,2013-10-21
0.0,42,2013-10-21
0.0,42,2013-10-21
0.0,42,2013-10-21
0.0,42,2013-10-21
0.0,42,2013-10-21
0.0,42,2013-10-21
0.0,42,2013-10-21
0.0,42,2013-10-21
101.05508333333334,42,2013-10-21
502.65999999999997,42,2013-10-21
429.76028333333335,42,2013-10-21
305.9548666666667,42,2013-10-21
212.73863333333333,42,2013-10-21
228.72768666666664,42,2013-10-21
349.59021666666666,42,2013-10-21
351.2893833333334,42,2013-10-21
359.9216666666667,42,2013-10-21
388.88275000000004,42,2013-10-21
1389.0495499999997,42,2013-10-21
1407.6993,42,2013-10-21
544.6923833333334,42,2013-10-21
457.96653333333336,42,2013-10-21
330.81438333333335,42,2013-10-22
206.50322333333332,42,2013-10-22
207.18709166666667,42,2013-10-22
257.4416566666667,42,2013-10-22
250.273005,42,2013-10-22
205.22945833333335,42,2013-10-22
201.87301166666668,42,2013-10-22
296.9594166666667,42,2013-10-22
401.4888666666667,42,2013-10-22
526.7994833333335,42,2013-10-22
269.891415,42,2013-10-22
333.46265000000005,42,2013-10-22
645.6762833333336,42,2013-10-22
563.7022666666668,42,2013-10-22
940.2918333333332,42,2013-10-22
1263.5588999999998,42,2013-10-22
1412.3853166666668,42,2013-10-22
1490.3953166666665,42,2013-10-22
992.7211166666667,42,2013-10-22
674.6103,42,2013-10-22
1269.6408833333332,42,2013-10-22
1457.9818666666665,42,2013-10-22
543.1886666666667,42,2013-10-22
518.7096666666667,42,2013-10-22
250.74942833333333,42,2013-10-23
296.2882266666667,42,2013-10-23
254.71884333333338,42,2013-10-23
210.72252333333333,42,2013-10-23
211.04773833333334,42,2013-10-23
266.35821999999996,42,2013-10-23
248.954125,42,2013-10-23
318.69603499999994,42,2013-10-23
340.53171666666674,42,2013-10-23
694.2597166666667,42,2013-10-23
392.98300000000006,42,2013-10-23
353.6066833333333,42,2013-10-23
380.75146666666666,42,2013-10-23
401.2651666666667,42,2013-10-23
265.36657333333335,42,2013-10-23
284.83210833333334,42,2013-10-23
257.87667999999996,42,2013-10-23
369.70035,42,2013-10-23
355.78661666666665,42,2013-10-23
613.34135,42,2013-10-23
715.2741166666668,42,2013-10-23
571.9683833333333,42,2013-10-23
484.21435,42,2013-10-23
444.6884833333334,42,2013-10-23
315.90468333333337,42,2013-10-24
311.4836166666666,42,2013-10-24
309.933775,42,2013-10-24
323.06986666666666,42,2013-10-24
316.5566833333333,42,2013-10-24
272.0616166666667,42,2013-10-24
221.29040333333333,42,2013-10-24
305.7433000000001,42,2013-10-24
390.5108833333333,42,2013-10-24
1032.2858333333334,42,2013-10-24
486.9171166666667,42,2013-10-24
1285.86535,42,2013-10-24
1476.12385,42,2013-10-24
1197.5821833333332,42,2013-10-24
2023.8011999999997,42,2013-10-24
360.57488333333333,42,2013-10-24
817.4165166666667,42,2013-10-24
471.72771666666665,42,2013-10-24
1062.2988333333333,42,2013-10-24
630.4306166666665,42,2013-10-24
599.3951666666667,42,2013-10-24
583.8981666666667,42,2013-10-24
515.7401166666666,42,2013-10-24
398.8510333333333,42,2013-10-24
355.7840666666667,42,2013-10-25
327.8525000000001,42,2013-10-25
207.26548666666667,42,2013-10-25
199.57234333333332,42,2013-10-25
240.541385,42,2013-10-25
243.3509833333333,42,2013-10-25
234.87640166666662,42,2013-10-25
285.10483500000004,42,2013-10-25
543.6442250000001,42,2013-10-25
485.8286333333334,42,2013-10-25
329.1120333333333,42,2013-10-25
384.3732833333333,42,2013-10-25
373.1368833333333,42,2013-10-25
594.6537166666666,42,2013-10-25
506.2322833333333,42,2013-10-25
260.32608,42,2013-10-25
336.6792333333333,42,2013-10-25
314.33788333333337,42,2013-10-25
313.0656833333333,42,2013-10-25
345.97453333333334,42,2013-10-25
283.8143666666667,42,2013-10-25
497.90666666666675,42,2013-10-25
591.4897500000002,42,2013-10-25
552.9829833333333,42,2013-10-25
315.9084833333334,42,2013-10-26
199.3204816666667,42,2013-10-26
269.5202033333333,42,2013-10-26
233.48968333333335,42,2013-10-26
251.77868333333336,42,2013-10-26
205.37319500000004,42,2013-10-26
197.84811000000002,42,2013-10-26
205.58405333333334,42,2013-10-26
594.2082950000001,42,2013-10-26
479.8024666666666,42,2013-10-26
372.0683166666667,42,2013-10-26
197.580455,42,2013-10-26
316.61539833333336,42,2013-10-26
305.16889999999995,42,2013-10-26
463.1636433333333,42,2013-10-26
386.98173333333335,42,2013-10-26
378.95951666666673,42,2013-10-26
389.3942166666667,42,2013-10-26
266.3751,42,2013-10-26
214.58508333333336,42,2013-10-26
201.61748166666666,42,2013-10-26
556.3149,42,2013-10-26
396.40270000000004,42,2013-10-26
391.879,42,2013-10-26
274.8580333333333,42,2013-10-27
227.0878933333333,42,2013-10-27
302.84870000000006,42,2013-10-27
301.72146666666674,42,2013-10-27
231.91067333333334,42,2013-10-27
211.9245416666667,42,2013-10-27
204.57027499999998,42,2013-10-27
615.5917450000001,42,2013-10-27
432.2291833333334,42,2013-10-27
440.9777833333334,42,2013-10-27
520.9804666666666,42,2013-10-27
671.1112333333333,42,2013-10-27
780.1946499999999,42,2013-10-27
628.2866166666666,42,2013-10-27
588.3727333333334,42,2013-10-27
542.2810999999999,42,2013-10-27
545.3171,42,2013-10-27
588.1129333333333,42,2013-10-27
1232.45015,42,2013-10-27
1953.3893666666668,42,2013-10-27
607.5636166666667,42,2013-10-27
598.486,42,2013-10-27
819.1111864406779,42,2013-10-27
619.2617666666666,42,2013-10-27
369.77828333333326,42,2013-10-28
277.7165166666666,42,2013-10-28
229.33708333333334,42,2013-10-28
208.96598166666666,42,2013-10-28
268.46852333333334,42,2013-10-28
292.33224333333334,42,2013-10-28
238.29576499999996,42,2013-10-28
226.17327166666664,42,2013-10-28
663.1004666666668,42,2013-10-28
724.9647666666665,42,2013-10-28
909.2420833333332,42,2013-10-28
568.0167166666666,42,2013-10-28
489.2133166666666,42,2013-10-28
463.0470333333334,42,2013-10-28
363.0666333333333,42,2013-10-28
395.9901000000001,42,2013-10-28
405.9362499999999,42,2013-10-28
616.0550499999998,42,2013-10-28
583.5334666666669,42,2013-10-28
521.5660166666668,42,2013-10-28
921.9138666666666,42,2013-10-28
625.6154500000001,42,2013-10-28
617.4845333333335,42,2013-10-28
447.7917833333333,42,2013-10-28
332.17065,42,2013-10-29
318.58285666666666,42,2013-10-29
208.71370333333334,42,2013-10-29
241.0466616666667,42,2013-10-29
261.7686366666667,42,2013-10-29
189.87116,42,2013-10-29
208.80728,42,2013-10-29
251.42277166666673,42,2013-10-29
622.6741833333332,42,2013-10-29
368.400965,42,2013-10-29
381.30643333333325,42,2013-10-29
457.5406666666667,42,2013-10-29
453.4816333333334,42,2013-10-29
670.3748666666668,42,2013-10-29
910.1803666666668,42,2013-10-29
924.9623499999999,42,2013-10-29
1176.786483333333,42,2013-10-29
1550.5148333333336,42,2013-10-29
1176.8092666666664,42,2013-10-29
740.4877500000001,42,2013-10-29
1417.25175,42,2013-10-29
1413.9710333333335,42,2013-10-29
526.3528000000001,42,2013-10-29
288.5939333333334,42,2013-10-29
229.86320999999998,42,2013-10-30
262.89863333333335,42,2013-10-30
215.53821333333337,42,2013-10-30
198.9317616666667,42,2013-10-30
203.481405,42,2013-10-30
242.58373333333336,42,2013-10-30
233.51793666666666,42,2013-10-30
451.89061666666663,42,2013-10-30
351.5285833333334,42,2013-10-30
398.46120166666674,42,2013-10-30
398.39655000000005,42,2013-10-30
437.64685000000003,42,2013-10-30
388.71569999999997,42,2013-10-30
353.06546666666674,42,2013-10-30
298.0682666666667,42,2013-10-30
541.8393,42,2013-10-30
423.6215333333333,42,2013-10-30
423.2220333333333,42,2013-10-30
413.43104999999997,42,2013-10-30
778.5463833333334,42,2013-10-30
1268.3667333333333,42,2013-10-30
1519.8388333333335,42,2013-10-30
594.7572333333333,42,2013-10-30
473.1661833333334,42,2013-10-30
335.84785,42,2013-10-31
208.620575,42,2013-10-31
266.557115,42,2013-10-31
260.59159999999997,42,2013-10-31
59.29108333333333,42,2013-10-31
0.0,42,2013-10-31
0.0,42,2013-10-31
0.0,42,2013-10-31
0.0,42,2013-10-31
0.0,42,2013-10-31
0.0,42,2013-10-31
0.0,42,2013-10-31
0.0,42,2013-10-31
0.0,42,2013-10-31
0.0,42,2013-10-31
0.0,42,2013-10-31
0.0,42,2013-10-31
0.0,42,2013-10-31
0.0,42,2013-10-31
0.0,42,2013-10-31
0.0,42,2013-10-31
0.0,42,2013-10-31
0.0,42,2013-10-31
0.0,42,2013-10-31
0.0,42,2013-11-01
0.0,42,2013-11-01
0.0,42,2013-11-01
0.0,42,2013-11-01
0.0,42,2013-11-01
0.0,42,2013-11-01
0.0,42,2013-11-01
0.0,42,2013-11-01
0.0,42,2013-11-01
422.4924333333333,42,2013-11-01
339.3944,42,2013-11-01
232.1847616666667,42,2013-11-01
51.185653333333335,42,2013-11-01
0.0,42,2013-11-01
0.0,42,2013-11-01
0.0,42,2013-11-01
0.0,42,2013-11-01
0.0,42,2013-11-01
251.2612166666667,42,2013-11-01
764.8982,42,2013-11-01
1029.1536666666666,42,2013-11-01
787.9843666666668,42,2013-11-01
614.8581166666667,42,2013-11-01
510.48085000000003,42,2013-11-01
375.7782833333334,42,2013-11-02
315.4197833333333,42,2013-11-02
220.48265666666668,42,2013-11-02
235.6916066666667,42,2013-11-02
289.43225,42,2013-11-02
215.95432333333335,42,2013-11-02
193.98493666666667,42,2013-11-02
252.89201166666663,42,2013-11-02
566.9108283333334,42,2013-11-02
491.18621666666667,42,2013-11-02
391.25039999999996,42,2013-11-02
352.89540000000005,42,2013-11-02
391.1071666666666,42,2013-11-02
549.1226166666668,42,2013-11-02
533.9968166666666,42,2013-11-02
495.66043333333334,42,2013-11-02
555.2690666666666,42,2013-11-02
467.51193333333333,42,2013-11-02
173.95412166666665,42,2013-11-02
294.1967316666667,42,2013-11-02
173.78170499999996,42,2013-11-02
559.1394666666669,42,2013-11-02
552.4626666666667,42,2013-11-02
440.25648,42,2013-11-02
237.70668666666663,42,2013-11-03
188.22567333333333,42,2013-11-03
239.00513166666664,42,2013-11-03
253.735275,42,2013-11-03
189.84909166666665,42,2013-11-03
186.4897816666667,42,2013-11-03
230.13622833333332,42,2013-11-03
240.22186666666667,42,2013-11-03
412.22575666666665,42,2013-11-03
450.0483166666666,42,2013-11-03
544.5110666666666,42,2013-11-03
820.8062000000001,42,2013-11-03
1272.9971166666667,42,2013-11-03
499.88943333333333,42,2013-11-03
498.9437166666666,42,2013-11-03
1341.7856166666668,42,2013-11-03
866.8029166666666,42,2013-11-03
551.5310333333333,42,2013-11-03
725.2646333333333,42,2013-11-03
724.9151999999998,42,2013-11-03
810.8778333333333,42,2013-11-03
575.9766999999999,42,2013-11-03
550.6766833333334,42,2013-11-03
454.0590333333333,42,2013-11-03
280.41928333333334,42,2013-11-04
281.23616666666663,42,2013-11-04
213.38757166666667,42,2013-11-04
288.36575,42,2013-11-04
199.98803333333336,42,2013-11-04
205.31183166666668,42,2013-11-04
320.9000816666667,42,2013-11-04
387.0267666666667,42,2013-11-04
697.5945666666668,42,2013-11-04
637.3911,42,2013-11-04
498.20928333333336,42,2013-11-04
602.3678999999998,42,2013-11-04
412.55111666666664,42,2013-11-04
451.4216166666667,42,2013-11-04
376.1008,42,2013-11-04
490.7864833333333,42,2013-11-04
455.7281166666666,42,2013-11-04
417.7725333333334,42,2013-11-04
525.4306666666668,42,2013-11-04
628.4944166666666,42,2013-11-04
656.83825,42,2013-11-04
568.1983333333333,42,2013-11-04
566.1844,42,2013-11-04
521.6932833333333,42,2013-11-04
330.35855,42,2013-11-05
309.97635,42,2013-11-05
228.83823999999998,42,2013-11-05
264.13936666666666,42,2013-11-05
331.66996666666665,42,2013-11-05
309.94635,42,2013-11-05
198.15281166666668,42,2013-11-05
344.1009666666667,42,2013-11-05
518.72095,42,2013-11-05
936.7783666666666,42,2013-11-05
1043.3738500000002,42,2013-11-05
284.0030583333334,42,2013-11-05
385.52825,42,2013-11-05
233.00109833333335,42,2013-11-05
1041.1960333333332,42,2013-11-05
1181.4374666666663,42,2013-11-05
1619.3115,42,2013-11-05
1483.3960666666667,42,2013-11-05
983.2195499999999,42,2013-11-05
640.8943500000001,42,2013-11-05
780.3611833333333,42,2013-11-05
744.4575833333332,42,2013-11-05
565.3146333333333,42,2013-11-05
443.40555000000006,42,2013-11-05
339.6953666666667,42,2013-11-06
328.10920999999996,42,2013-11-06
118.20505,42,2013-11-06
0.0,42,2013-11-06
0.0,42,2013-11-06
0.0,42,2013-11-06
0.0,42,2013-11-06
0.0,42,2013-11-06
0.0,42,2013-11-06
0.0,42,2013-11-06
0.0,42,2013-11-06
0.0,42,2013-11-06
0.0,42,2013-11-06
0.0,42,2013-11-06
0.0,42,2013-11-06
0.0,42,2013-11-06
0.0,42,2013-11-06
0.0,42,2013-11-06
0.0,42,2013-11-06
0.0,42,2013-11-06
0.0,42,2013-11-06
0.0,42,2013-11-06
0.0,42,2013-11-06
0.0,42,2013-11-06
0.0,42,2013-11-07
0.0,42,2013-11-07
0.0,42,2013-11-07
0.0,42,2013-11-07
0.0,42,2013-11-07
0.0,42,2013-11-07
0.0,42,2013-11-07
0.0,42,2013-11-07
0.0,42,2013-11-07
990.8070833333334,42,2013-11-07
462.2822166666666,42,2013-11-07
253.71962166666668,42,2013-11-07
455.97805,42,2013-11-07
744.6070833333331,42,2013-11-07
728.2300166666668,42,2013-11-07
394.3716,42,2013-11-07
0.0,42,2013-11-07
0.0,42,2013-11-07
0.0,42,2013-11-07
0.0,42,2013-11-07
0.0,42,2013-11-07
0.0,42,2013-11-07
0.0,42,2013-11-07
0.0,42,2013-11-07
0.0,42,2013-11-08
0.0,42,2013-11-08
0.0,42,2013-11-08
0.0,42,2013-11-08
0.0,42,2013-11-08
0.0,42,2013-11-08
0.0,42,2013-11-08
0.0,42,2013-11-08
0.0,42,2013-11-08
0.0,42,2013-11-08
0.0,42,2013-11-08
0.0,42,2013-11-08
0.0,42,2013-11-08
0.0,42,2013-11-08
48.412366666666664,42,2013-11-08
327.56083333333333,42,2013-11-08
519.0229333333334,42,2013-11-08
